"['#Date/Time of Update: 2018-12-10 12:07:08 PM', '#Game ID', '#Game Date', '#Game Time', '#Away Team ID', '#Away Team Abbr.', '#Away Team City', '#Away Team Name', '#Home Team ID', '#Home Team Abbr.', '#Home Team City', '#Home Team Name', '#Location', '#Player ID', '#LastName', '#FirstName', '#Jersey Num', '#Position', '#Height', '#Weight', '#Birth Date', '#Age', '#Birth City', '#Birth Country', '#Rookie', '#Team ID', '#Team Abbr.', '#Team City', '#Team Name', '#PassAttempts', '#PassCompletions', '#PassPct', '#PassAttemptsPerGame', '#PassYards', '#PassYardsPerAtt', '#PassYardsPerGame', '#PassTD', '#PassTDPct', '#PassInt', '#PassIntPct', '#PassLng', '#PassAvg', '#Pass20Plus', '#Pass40Plus', '#PassSacks', '#PassSackY', '#QbRating', '#RushAttempts', '#RushAttemptsPerGame', '#RushYards', '#RushAverage', '#RushYardsPerGame', '#RushTD', '#RushLng', '#Rush1stDowns', '#Rush1stDownsPct', '#Rush20Plus', '#Rush40Plus', '#RushFumbles', '#Targets', '#Receptions', '#RecYards', '#RecAverage', '#RecYardsPerGame', '#RecTD', '#RecLng', '#Rec1stDowns', '#Rec20Plus', '#Rec40Plus', '#RecFumbles', '#TackleSolo', '#TackleTotal', '#TackleAst', '#Sacks', '#SackYds', '#TacklesForLoss', '#Interceptions', '#IntTD', '#IntYds', '#IntAverage', '#IntLng', '#PassesDefended', '#Stuffs', '#StuffYds', '#Safeties', '#Kb', '#Fumbles', '#FumLost', '#FumForced', '#FumOwnRec', '#FumOppRec', '#FumRecYds', '#FumTotalRec', '#FumTD', '#KrRet', '#KrYds', '#KrAvg', '#KrLng', '#KrTD', '#Kr20Plus', '#Kr40Plus', '#KrFC', '#KrFum', '#PrRet', '#PrYds', '#PrAvg', '#PrLng', '#PrTD', '#Pr20Plus', '#Pr40Plus', '#PrFC', '#PrFum', '#FgBlk', '#FgMade', '#FgAtt', '#FgPct', '#FgMade1_19', '#FgAtt1_19', '#Fg1_19Pct', '#FgMade20_29', '#FgAtt20_29', '#Fg20_29Pct', '#FgMade30_39', '#FgAtt30_39', '#Fg30_39Pct', '#FgMade40_49', '#FgAtt40_49', '#Fg40_49Pct', '#FgMade50Plus', '#FgAtt50Plus', '#Fg50PlusPct', '#FgLng', '#XpBlk', '#XpMade', '#XpAtt', '#XpPct', '#FgAndXpPts', '#KoPct', '#Kickoffs', '#KoYds', '#KoOOB', '#KoAvg', '#KoTB', '#KoRet', '#KoRetYds', '#KoRetAvgYds', '#KoTD', '#KoOS', '#KoOSR', '#Punts', '#PuntYds', '#PuntNetYds', '#PuntLng', '#PuntAvg', '#PuntNetAvg', '#PuntBlk', '#PuntOOB', '#PuntDown', '#PuntIn20', '#PuntIn20Pct', '#PuntTB', '#PuntTBPct', '#PuntFC', '#PuntRet', '#PuntRetYds', '#PuntRetAvg', '#GamesStarted', '#TwoPtAtt', '#TwoPtMade', '#TwoPtPassAtt', '#TwoPtPassMade', '#TwoPtPassRec', '#TwoPtRushAtt', '#TwoPtRushMade']"
"['', '40369', '2017-09-10', '1:00PM', '74', 'OAK', 'Oakland', 'Raiders', '67', 'TEN', 'Tennessee', 'Titans', 'Nissan Stadium', '13507', 'Abad', 'Manny', '38', 'DB', '5\'11""', '184', '1993-11-23', '25', '', '', 'Y', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '', '', '', '', '', '', '']"
"['', '40388', '2017-09-17', '1:00PM', '67', 'TEN', 'Tennessee', 'Titans', '66', 'JAX', 'Jacksonville', 'Jaguars', 'EverBank Field', '13507', 'Abad', 'Manny', '38', 'DB', '5\'11""', '184', '1993-11-23', '25', '', '', 'Y', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '', '', '', '', '', '', '']"
"['', '40409', '2017-09-24', '4:05PM', '79', 'SEA', 'Seattle', 'Seahawks', '67', 'TEN', 'Tennessee', 'Titans', 'Nissan Stadium', '13507', 'Abad', 'Manny', '38', 'DB', '5\'11""', '184', '1993-11-23', '25', '', '', 'Y', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '', '', '', '', '', '', '']"
"['', '40416', '2017-10-01', '1:00PM', '67', 'TEN', 'Tennessee', 'Titans', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '13507', 'Abad', 'Manny', '38', 'DB', '5\'11""', '184', '1993-11-23', '25', '', '', 'Y', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '', '', '', '', '', '', '']"
"['', '40434', '2017-10-08', '1:00PM', '67', 'TEN', 'Tennessee', 'Titans', '49', 'MIA', 'Miami', 'Dolphins', 'Hard Rock Stadium', '13507', 'Abad', 'Manny', '38', 'DB', '5\'11""', '184', '1993-11-23', '25', '', '', 'Y', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '', '', '', '', '', '', '']"
"['', '40457', '2017-10-16', '8:30PM', '65', 'IND', 'Indianapolis', 'Colts', '67', 'TEN', 'Tennessee', 'Titans', 'Nissan Stadium', '13507', 'Abad', 'Manny', '38', 'DB', '5\'11""', '184', '1993-11-23', '25', '', '', 'Y', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '', '', '', '', '', '', '']"
"['', '40465', '2017-10-22', '1:00PM', '67', 'TEN', 'Tennessee', 'Titans', '58', 'CLE', 'Cleveland', 'Browns', 'FirstEnergy Stadium', '13507', 'Abad', 'Manny', '38', 'DB', '5\'11""', '184', '1993-11-23', '25', '', '', 'Y', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '', '', '', '', '', '', '']"
"['', '40491', '2017-11-05', '1:00PM', '56', 'BAL', 'Baltimore', 'Ravens', '67', 'TEN', 'Tennessee', 'Titans', 'Nissan Stadium', '13507', 'Abad', 'Manny', '38', 'DB', '5\'11""', '184', '1993-11-23', '25', '', '', 'Y', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '', '', '', '', '', '', '']"
"['', '40505', '2017-11-12', '1:00PM', '57', 'CIN', 'Cincinnati', 'Bengals', '67', 'TEN', 'Tennessee', 'Titans', 'Nissan Stadium', '13507', 'Abad', 'Manny', '38', 'DB', '5\'11""', '184', '1993-11-23', '25', '', '', 'Y', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '', '', '', '', '', '', '']"
"['', '40511', '2017-11-16', '8:25PM', '67', 'TEN', 'Tennessee', 'Titans', '59', 'PIT', 'Pittsburgh', 'Steelers', 'Heinz Field', '13507', 'Abad', 'Manny', '38', 'DB', '5\'11""', '184', '1993-11-23', '25', '', '', 'Y', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '', '', '', '', '', '', '']"
"['', '40528', '2017-11-26', '1:00PM', '67', 'TEN', 'Tennessee', 'Titans', '65', 'IND', 'Indianapolis', 'Colts', 'Lucas Oil Stadium', '13507', 'Abad', 'Manny', '38', 'DB', '5\'11""', '184', '1993-11-23', '25', '', '', 'Y', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '', '', '', '', '', '', '']"
"['', '40542', '2017-12-03', '1:00PM', '64', 'HOU', 'Houston', 'Texans', '67', 'TEN', 'Tennessee', 'Titans', 'Nissan Stadium', '13507', 'Abad', 'Manny', '38', 'DB', '5\'11""', '184', '1993-11-23', '25', '', '', 'Y', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '', '', '', '', '', '', '']"
"['', '40567', '2017-12-10', '4:05PM', '67', 'TEN', 'Tennessee', 'Titans', '76', 'ARI', 'Arizona', 'Cardinals', 'University of Phoenix Stadium', '13507', 'Abad', 'Manny', '38', 'DB', '5\'11""', '184', '1993-11-23', '25', '', '', 'Y', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '', '', '', '', '', '', '']"
"['', '40584', '2017-12-17', '4:25PM', '67', 'TEN', 'Tennessee', 'Titans', '78', 'SF', 'San Francisco', '49ers', ""Levi's Stadium"", '13507', 'Abad', 'Manny', '38', 'DB', '5\'11""', '184', '1993-11-23', '25', '', '', 'Y', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '', '', '', '', '', '', '']"
"['', '40597', '2017-12-24', '1:00PM', '77', 'LA', 'Los Angeles', 'Rams', '67', 'TEN', 'Tennessee', 'Titans', 'Nissan Stadium', '13507', 'Abad', 'Manny', '38', 'DB', '5\'11""', '184', '1993-11-23', '25', '', '', 'Y', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '', '', '', '', '', '', '']"
"['', '40606', '2017-12-31', '4:25PM', '66', 'JAX', 'Jacksonville', 'Jaguars', '67', 'TEN', 'Tennessee', 'Titans', 'Nissan Stadium', '13507', 'Abad', 'Manny', '38', 'DB', '5\'11""', '184', '1993-11-23', '25', '', '', 'Y', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '', '', '', '', '', '', '']"
"['', '40369', '2017-09-10', '1:00PM', '74', 'OAK', 'Oakland', 'Raiders', '67', 'TEN', 'Tennessee', 'Titans', 'Nissan Stadium', '8519', 'Bates', 'Daren', '53', 'LB', '5\'11""', '225', '1990-11-27', '28', 'Memphis, TN', 'USA', 'N', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '', '']"
"['', '40388', '2017-09-17', '1:00PM', '67', 'TEN', 'Tennessee', 'Titans', '66', 'JAX', 'Jacksonville', 'Jaguars', 'EverBank Field', '8519', 'Bates', 'Daren', '53', 'LB', '5\'11""', '225', '1990-11-27', '28', 'Memphis, TN', 'USA', 'N', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '', '']"
"['', '40409', '2017-09-24', '4:05PM', '79', 'SEA', 'Seattle', 'Seahawks', '67', 'TEN', 'Tennessee', 'Titans', 'Nissan Stadium', '8519', 'Bates', 'Daren', '53', 'LB', '5\'11""', '225', '1990-11-27', '28', 'Memphis, TN', 'USA', 'N', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '1', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '', '']"
"['', '40434', '2017-10-08', '1:00PM', '67', 'TEN', 'Tennessee', 'Titans', '49', 'MIA', 'Miami', 'Dolphins', 'Hard Rock Stadium', '8519', 'Bates', 'Daren', '53', 'LB', '5\'11""', '225', '1990-11-27', '28', 'Memphis, TN', 'USA', 'N', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '2', '2', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '', '']"
"['', '40457', '2017-10-16', '8:30PM', '65', 'IND', 'Indianapolis', 'Colts', '67', 'TEN', 'Tennessee', 'Titans', 'Nissan Stadium', '8519', 'Bates', 'Daren', '53', 'LB', '5\'11""', '225', '1990-11-27', '28', 'Memphis, TN', 'USA', 'N', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '', '']"
"['', '40505', '2017-11-12', '1:00PM', '57', 'CIN', 'Cincinnati', 'Bengals', '67', 'TEN', 'Tennessee', 'Titans', 'Nissan Stadium', '8519', 'Bates', 'Daren', '53', 'LB', '5\'11""', '225', '1990-11-27', '28', 'Memphis, TN', 'USA', 'N', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '1', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '', '']"
"['', '40511', '2017-11-16', '8:25PM', '67', 'TEN', 'Tennessee', 'Titans', '59', 'PIT', 'Pittsburgh', 'Steelers', 'Heinz Field', '8519', 'Bates', 'Daren', '53', 'LB', '5\'11""', '225', '1990-11-27', '28', 'Memphis, TN', 'USA', 'N', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '1', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '', '']"
"['', '40567', '2017-12-10', '4:05PM', '67', 'TEN', 'Tennessee', 'Titans', '76', 'ARI', 'Arizona', 'Cardinals', 'University of Phoenix Stadium', '8519', 'Bates', 'Daren', '53', 'LB', '5\'11""', '225', '1990-11-27', '28', 'Memphis, TN', 'USA', 'N', '67', 'TEN', 'Tennessee', 'Titans', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '1', '1', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '', '', '', '', '', '', '']"
