"['#Date/Time of Update: 2018-11-29 12:21:41 PM', '#Game ID', '#Game Date', '#Game Time', '#Away Team ID', '#Away Team Abbr.', '#Away Team City', '#Away Team Name', '#Home Team ID', '#Home Team Abbr.', '#Home Team City', '#Home Team Name', '#Location', '#Player ID', '#LastName', '#FirstName', '#Jersey Num', '#Position', '#Height', '#Weight', '#Birth Date', '#Age', '#Birth City', '#Birth Country', '#Rookie', '#Team ID', '#Team Abbr.', '#Team City', '#Team Name', '#PassAttempts', '#PassCompletions', '#PassPct', '#PassAttemptsPerGame', '#PassYards', '#PassYardsPerAtt', '#PassYardsPerGame', '#PassTD', '#PassTDPct', '#PassInt', '#PassIntPct', '#PassLng', '#PassAvg', '#Pass20Plus', '#Pass40Plus', '#PassSacks', '#PassSackY', '#QbRating', '#RushAttempts', '#RushAttemptsPerGame', '#RushYards', '#RushAverage', '#RushYardsPerGame', '#RushTD', '#RushLng', '#Rush1stDowns', '#Rush1stDownsPct', '#Rush20Plus', '#Rush40Plus', '#RushFumbles', '#Targets', '#Receptions', '#RecYards', '#RecAverage', '#RecYardsPerGame', '#RecTD', '#RecLng', '#Rec1stDowns', '#Rec20Plus', '#Rec40Plus', '#RecFumbles', '#TackleSolo', '#TackleTotal', '#TackleAst', '#Sacks', '#SackYds', '#TacklesForLoss', '#Interceptions', '#IntTD', '#IntYds', '#IntAverage', '#IntLng', '#PassesDefended', '#Stuffs', '#Safeties', '#StuffYds', '#Kb', '#Fumbles', '#FumLost', '#FumForced', '#FumOwnRec', '#FumOppRec', '#FumRecYds', '#FumTotalRec', '#FumTD', '#KrRet', '#KrYds', '#KrAvg', '#KrLng', '#KrTD', '#Kr20Plus', '#Kr40Plus', '#KrFC', '#KrFum', '#PrRet', '#PrYds', '#PrAvg', '#PrLng', '#PrTD', '#Pr20Plus', '#Pr40Plus', '#PrFC', '#PrFum', '#FgBlk', '#FgMade', '#FgAtt', '#FgPct', '#FgMade1_19', '#FgAtt1_19', '#Fg1_19Pct', '#FgMade20_29', '#FgAtt20_29', '#Fg20_29Pct', '#FgMade30_39', '#FgAtt30_39', '#Fg30_39Pct', '#FgMade40_49', '#FgAtt40_49', '#Fg40_49Pct', '#FgMade50Plus', '#FgAtt50Plus', '#Fg50PlusPct', '#FgLng', '#XpBlk', '#XpMade', '#XpAtt', '#XpPct', '#FgAndXpPts', '#KoPct', '#Kickoffs', '#KoYds', '#KoOOB', '#KoAvg', '#KoTB', '#KoRet', '#KoRetYds', '#KoRetAvgYds', '#KoTD', '#KoOS', '#KoOSR', '#Punts', '#PuntYds', '#PuntNetYds', '#PuntLng', '#PuntAvg', '#PuntNetAvg', '#PuntBlk', '#PuntOOB', '#PuntDown', '#PuntIn20', '#PuntIn20Pct', '#PuntTB', '#PuntTBPct', '#PuntFC', '#PuntRet', '#PuntRetYds', '#PuntRetAvg', '#TwoPtAtt', '#GamesStarted', '#TwoPtMade', '#TwoPtPassAtt', '#TwoPtPassMade', '#TwoPtPassRec', '#TwoPtRushAtt', '#TwoPtRushMade']"
"['', '40408', '2017-09-24', '1:00PM', '64', 'HOU', 'Houston', 'Texans', '50', 'NE', 'New England', 'Patriots', 'Gillette Stadium', '13009', 'Foreman', ""D'Onta"", '27', 'RB', '6\'0""', '235', '1996-04-24', '22', 'Texas City, TX', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '8', '8.0', '25', '3.1', '25.0', '0', '5', '1', '12.5', '0', '0', '0', '3', '2', '65', '32.5', '65.0', '0', '34', '2', '2', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40416', '2017-10-01', '1:00PM', '67', 'TEN', 'Tennessee', 'Titans', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '13009', 'Foreman', ""D'Onta"", '27', 'RB', '6\'0""', '235', '1996-04-24', '22', 'Texas City, TX', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '13', '13.0', '45', '3.5', '45.0', '0', '16', '1', '7.7', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40442', '2017-10-08', '8:30PM', '73', 'KC', 'Kansas City', 'Chiefs', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '13009', 'Foreman', ""D'Onta"", '27', 'RB', '6\'0""', '235', '1996-04-24', '22', 'Texas City, TX', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '4', '4.0', '34', '8.5', '34.0', '0', '25', '1', '25.0', '1', '0', '1', '1', '1', '3', '3.0', '3.0', '0', '3', '1', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '-6', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40446', '2017-10-15', '1:00PM', '58', 'CLE', 'Cleveland', 'Browns', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '13009', 'Foreman', ""D'Onta"", '27', 'RB', '6\'0""', '235', '1996-04-24', '22', 'Texas City, TX', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '12', '12.0', '59', '4.9', '59.0', '0', '39', '1', '8.3', '1', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40482', '2017-10-29', '4:05PM', '64', 'HOU', 'Houston', 'Texans', '79', 'SEA', 'Seattle', 'Seahawks', 'CenturyLink Field', '13009', 'Foreman', ""D'Onta"", '27', 'RB', '6\'0""', '235', '1996-04-24', '22', 'Texas City, TX', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40487', '2017-11-05', '1:00PM', '65', 'IND', 'Indianapolis', 'Colts', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '13009', 'Foreman', ""D'Onta"", '27', 'RB', '6\'0""', '235', '1996-04-24', '22', 'Texas City, TX', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '11', '11.0', '37', '3.4', '37.0', '0', '8', '2', '18.2', '0', '0', '0', '1', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40506', '2017-11-12', '4:05PM', '64', 'HOU', 'Houston', 'Texans', '77', 'LA', 'Los Angeles', 'Rams', 'Los Angeles Memorial Coliseum', '13009', 'Foreman', ""D'Onta"", '27', 'RB', '6\'0""', '235', '1996-04-24', '22', 'Texas City, TX', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '7', '7.0', '18', '2.6', '18.0', '0', '6', '1', '14.3', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40514', '2017-11-19', '1:00PM', '76', 'ARI', 'Arizona', 'Cardinals', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '13009', 'Foreman', ""D'Onta"", '27', 'RB', '6\'0""', '235', '1996-04-24', '22', 'Texas City, TX', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '10', '10.0', '65', '6.5', '65.0', '2', '34', '3', '30.0', '1', '0', '1', '3', '3', '15', '5.0', '15.0', '0', '8', '1', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '-4', '0', '0', '1', '12', '12.0', '12', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40539', '2017-11-27', '8:30PM', '64', 'HOU', 'Houston', 'Texans', '56', 'BAL', 'Baltimore', 'Ravens', 'M&T Bank Stadium', '13009', 'Foreman', ""D'Onta"", '27', 'RB', '6\'0""', '235', '1996-04-24', '22', 'Texas City, TX', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40542', '2017-12-03', '1:00PM', '64', 'HOU', 'Houston', 'Texans', '67', 'TEN', 'Tennessee', 'Titans', 'Nissan Stadium', '13009', 'Foreman', ""D'Onta"", '27', 'RB', '6\'0""', '235', '1996-04-24', '22', 'Texas City, TX', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40561', '2017-12-10', '1:00PM', '78', 'SF', 'San Francisco', '49ers', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '13009', 'Foreman', ""D'Onta"", '27', 'RB', '6\'0""', '235', '1996-04-24', '22', 'Texas City, TX', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40575', '2017-12-17', '1:00PM', '64', 'HOU', 'Houston', 'Texans', '66', 'JAX', 'Jacksonville', 'Jaguars', 'EverBank Field', '13009', 'Foreman', ""D'Onta"", '27', 'RB', '6\'0""', '235', '1996-04-24', '22', 'Texas City, TX', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40602', '2017-12-25', '4:30PM', '59', 'PIT', 'Pittsburgh', 'Steelers', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '13009', 'Foreman', ""D'Onta"", '27', 'RB', '6\'0""', '235', '1996-04-24', '22', 'Texas City, TX', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40610', '2017-12-31', '1:00PM', '64', 'HOU', 'Houston', 'Texans', '65', 'IND', 'Indianapolis', 'Colts', 'Lucas Oil Stadium', '13009', 'Foreman', ""D'Onta"", '27', 'RB', '6\'0""', '235', '1996-04-24', '22', 'Texas City, TX', 'USA', 'Y', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40371', '2017-09-10', '1:00PM', '66', 'JAX', 'Jacksonville', 'Jaguars', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '9884', 'Fuller', 'Will', '15', 'WR', '6\'0""', '186', '1994-04-16', '24', 'Philadelphia, PA', 'USA', 'N', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0.0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '0', '0', '0', '0', '0', '0', '0']"
"['', '40416', '2017-10-01', '1:00PM', '67', 'TEN', 'Tennessee', 'Titans', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '9884', 'Fuller', 'Will', '15', 'WR', '6\'0""', '186', '1994-04-16', '24', 'Philadelphia, PA', 'USA', 'N', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '1', '1.0', '4', '4.0', '4.0', '0', '4', '0', '0.0', '0', '0', '0', '6', '4', '35', '8.8', '35.0', '2', '16', '3', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '1', '0', '0.0', '0', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '1', '0', '0', '0', '0', '0', '0']"
"['', '40442', '2017-10-08', '8:30PM', '73', 'KC', 'Kansas City', 'Chiefs', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '9884', 'Fuller', 'Will', '15', 'WR', '6\'0""', '186', '1994-04-16', '24', 'Philadelphia, PA', 'USA', 'N', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '1', '1.0', '5', '5.0', '5.0', '0', '5', '0', '0.0', '0', '0', '0', '3', '2', '57', '28.5', '57.0', '2', '48', '2', '1', '1', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '1', '49', '49.0', '49', '0', '1', '1', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '1', '0', '0', '0', '0', '0', '0']"
"['', '40446', '2017-10-15', '1:00PM', '58', 'CLE', 'Cleveland', 'Browns', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '9884', 'Fuller', 'Will', '15', 'WR', '6\'0""', '186', '1994-04-16', '24', 'Philadelphia, PA', 'USA', 'N', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '5', '2', '62', '31.0', '62.0', '1', '39', '2', '2', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '2', '39', '19.5', '20', '0', '1', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '1', '0', '0', '0', '0', '0', '0']"
"['', '40482', '2017-10-29', '4:05PM', '64', 'HOU', 'Houston', 'Texans', '79', 'SEA', 'Seattle', 'Seahawks', 'CenturyLink Field', '9884', 'Fuller', 'Will', '15', 'WR', '6\'0""', '186', '1994-04-16', '24', 'Philadelphia, PA', 'USA', 'N', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '8', '5', '125', '25.0', '125.0', '2', '59', '4', '3', '1', '0', '1', '1', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '3', '27', '9.0', '11', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '1', '0', '0', '0', '0', '0', '0']"
"['', '40487', '2017-11-05', '1:00PM', '65', 'IND', 'Indianapolis', 'Colts', '64', 'HOU', 'Houston', 'Texans', 'NRG Stadium', '9884', 'Fuller', 'Will', '15', 'WR', '6\'0""', '186', '1994-04-16', '24', 'Philadelphia, PA', 'USA', 'N', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '8', '2', '32', '16.0', '32.0', '0', '29', '1', '1', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '2', '4', '2.0', '4', '0', '0', '0', '1', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '1', '0', '0', '0', '0', '0', '0']"
"['', '40506', '2017-11-12', '4:05PM', '64', 'HOU', 'Houston', 'Texans', '77', 'LA', 'Los Angeles', 'Rams', 'Los Angeles Memorial Coliseum', '9884', 'Fuller', 'Will', '15', 'WR', '6\'0""', '186', '1994-04-16', '24', 'Philadelphia, PA', 'USA', 'N', '64', 'HOU', 'Houston', 'Texans', '0', '0', '0.0', '0.0', '0', '0.0', '0.0', '0', '0.0', '0', '0.0', '0', '0.0', '0', '0', '0', '0', '39.6', '0', '0.0', '0', '0.0', '0.0', '0', '0', '0', '0.0', '0', '0', '0', '3', '2', '15', '7.5', '15.0', '0', '9', '1', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '0', '0', '0.0', '0', '0', '0', '0', '0', '0', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '0', '1', '0', '0', '0', '0', '0', '0']"
